DOY,Climatology
1,28.519192049999997
2,28.52407415
3,28.51596935
4,28.504294499999997
5,28.49620015
6,28.499913099999997
7,28.510920549999998
8,28.52670905
9,28.51216465
10,28.516688699999996
11,28.49902955
12,28.494090949999997
13,28.492316749999997
14,28.4860892
15,28.4809251
16,28.46428445
17,28.44869215
18,28.437897
19,28.448528349999997
20,28.462974600000003
21,28.4578532
22,28.44458955
23,28.436345799999998
24,28.4355543
25,28.438923
26,28.436497250000002
27,28.44974155
28,28.45267665
29,28.47311105
30,28.480702200000003
31,28.49011975
32,28.5011999
33,28.50405015
34,28.5040889
35,28.5089271
36,28.5070165
37,28.519330150000002
38,28.535868900000004
39,28.5528155
40,28.549877450000004
41,28.5454286
42,28.553560750000003
43,28.56942815
44,28.578354
45,28.616052250000003
46,28.61546065
47,28.63135765
48,28.6653635
49,28.68432715
50,28.6791317
51,28.68790745
52,28.7166516
53,28.709551850000004
54,28.7261884
55,28.73917665
56,28.754887450000002
57,28.761375299999997
58,28.780467599999998
59,28.801088099999998
60,28.81672985
61,28.8529989
62,28.880907150000002
63,28.95813965
64,28.977414650000004
65,29.000987900000002
66,28.99373375
67,28.98907655
68,28.99648155
69,29.0113649
70,29.034204499999998
71,29.079835300000003
72,29.114105799999997
73,29.128691550000003
74,29.16182355
75,29.193840849999997
76,29.1883547
77,29.218267450000003
78,29.26357385
79,29.318886399999997
80,29.375818700000004
81,29.401923349999997
82,29.443872399999997
83,29.46357385
84,29.474237949999996
85,29.510978299999998
86,29.53589715
87,29.590170649999997
88,29.63415275
89,29.6891374
90,29.7248285
91,29.7858979
92,29.8267066
93,29.85778235
94,29.89647415
95,29.9239808
96,29.912015150000002
97,29.9612508
98,29.9907356
99,30.010714
100,30.0227748
101,30.03534715
102,30.080118900000002
103,30.09959405
104,30.138959699999997
105,30.1543323
106,30.178006650000004
107,30.2348103
108,30.261048449999997
109,30.286272000000004
110,30.305550950000004
111,30.31153675
112,30.358694250000003
113,30.394030550000004
114,30.403629000000002
115,30.4208636
116,30.391306450000002
117,30.40831645
118,30.422090700000002
119,30.40108675
120,30.415509250000003
121,30.394595450000004
122,30.380823049999996
123,30.3789895
124,30.364237250000002
125,30.325982950000004
126,30.282928199999997
127,30.2986251
128,30.2851927
129,30.259776999999996
130,30.2533029
131,30.2604331
132,30.22974375
133,30.18586085
134,30.165268400000002
135,30.121838150000002
136,30.107434
137,30.062206049999997
138,30.020714299999998
139,29.9856015
140,29.963827149999997
141,29.928262
142,29.89826255
143,29.8791771
144,29.843321550000002
145,29.795324349999998
146,29.75072915
147,29.7276436
148,29.7032539
149,29.676577400000003
150,29.65791865
151,29.63743065
152,29.6400844
153,29.6286675
154,29.624033100000002
155,29.596826550000003
156,29.58053485
157,29.547498
158,29.514232049999997
159,29.4793797
160,29.453508149999998
161,29.428751799999997
162,29.41271835
163,29.39542985
164,29.3890426
165,29.374041499999997
166,29.3609017
167,29.339262150000003
168,29.31067065
169,29.2937053
170,29.29000175
171,29.27239085
172,29.25300765
173,29.227277500000003
174,29.220904150000003
175,29.207916899999997
176,29.174893100000002
177,29.156365649999998
178,29.151361150000003
179,29.1523858
180,29.155006049999997
181,29.14771565
182,29.128777000000003
183,29.1213665
184,29.1201687
185,29.1051869
186,29.10528195
187,29.10145395
188,29.105839800000002
189,29.09995195
190,29.075510650000002
191,29.06680435
192,29.04466335
193,29.0340505
194,29.013552349999998
195,28.994111500000002
196,28.97445775
197,28.9658137
198,28.9580731
199,28.94904075
200,28.936783400000003
201,28.92636805
202,28.921599150000002
203,28.915492699999998
204,28.91696705
205,28.91957855
206,28.9275072
207,28.92980755
208,28.923314549999997
209,28.9134716
210,28.885041
211,28.87126115
212,28.86257475
213,28.8569778
214,28.8342759
215,28.8230943
216,28.818589199999998
217,28.823551450000004
218,28.822393849999997
219,28.8104762
220,28.801511299999998
221,28.80261835
222,28.797574250000004
223,28.785033399999996
224,28.7805459
225,28.7783995
226,28.77478695
227,28.7692827
228,28.77752325
229,28.779332950000004
230,28.800293449999998
231,28.827349950000002
232,28.8355345
233,28.82777655
234,28.838384350000002
235,28.8504319
236,28.85976605
237,28.861290000000004
238,28.85437415
239,28.849720100000003
240,28.844247799999998
241,28.82616495
242,28.822384399999997
243,28.819840149999997
244,28.811880100000003
245,28.818204150000003
246,28.819162999999996
247,28.80468905
248,28.81406345
249,28.8113783
250,28.803846850000003
251,28.79227715
252,28.784621650000002
253,28.7717741
254,28.7763024
255,28.77757295
256,28.774308949999998
257,28.7398414
258,28.726644599999997
259,28.710071950000003
260,28.7141246
261,28.710284
262,28.7267342
263,28.75239855
264,28.7756678
265,28.79398845
266,28.805391300000004
267,28.7950949
268,28.78615835
269,28.77803075
270,28.78616335
271,28.789039550000002
272,28.7924171
273,28.78544735
274,28.80485205
275,28.822422449999998
276,28.848143049999997
277,28.8518506
278,28.835521999999997
279,28.84057685
280,28.836906499999998
281,28.8493072
282,28.848492049999997
283,28.86477825
284,28.858184899999998
285,28.88917965
286,28.899859650000003
287,28.9117303
288,28.92871025
289,28.944420450000003
290,28.941722950000003
291,28.9357349
292,28.95164325
293,28.94483735
294,28.9309415
295,28.936250899999997
296,28.953711900000002
297,28.9640621
298,29.0144211
299,29.009947349999997
300,29.01096015
301,29.0389789
302,29.0358764
303,29.0614619
304,29.03741045
305,29.037608549999998
306,29.02909965
307,29.02504565
308,29.032315099999998
309,29.03377615
310,29.021594850000003
311,29.0160482
312,29.01938065
313,29.03463385
314,29.03993175
315,29.0291134
316,29.02346205
317,29.006012249999998
318,29.007951300000002
319,29.03800235
320,29.0609893
321,29.06748005
322,29.04787685
323,29.0416217
324,29.047272049999997
325,29.0339879
326,29.014951500000002
327,29.00819045
328,28.9910822
329,28.9679706
330,28.96240825
331,28.95620465
332,28.958629600000002
333,28.9261006
334,28.894090549999998
335,28.8660009
336,28.8612323
337,28.85625865
338,28.845633900000003
339,28.82213085
340,28.8025158
341,28.794266399999998
342,28.786699699999996
343,28.7718664
344,28.76506945
345,28.7560841
346,28.75008365
347,28.7445425
348,28.71992875
349,28.70762795
350,28.68770885
351,28.6857576
352,28.671511600000002
353,28.6603206
354,28.651480349999996
355,28.647092450000002
356,28.6377211
357,28.63311215
358,28.60448255
359,28.5923277
360,28.5930587
361,28.5856625
362,28.582282850000002
363,28.587960349999996
364,28.5742256
365,28.56502195
