DOY,Climatology,Threshold90
1,26.045693253977273,26.52037039375
2,26.032166298395722,26.507316917647056
3,26.01914091691919,26.495611727777778
4,26.006734030861242,26.485138663157894
5,25.995003091818184,26.475148904999998
6,25.98398408203463,26.46478206190476
7,25.973661002685947,26.453555286363635
8,25.96395061758893,26.443199600000003
9,25.954789537878785,26.43361825
10,25.946102950181817,26.424715759999998
11,25.937874506818183,26.416323884615387
12,25.930058823063973,26.40810852962963
13,25.92263630113636,26.400156714285714
14,25.915572880094043,26.39265158275862
15,25.908815549848484,26.385601923333333
16,25.9023771702346,26.378917499999996
17,25.88464143313783,26.36096077096774
18,25.867827557478005,26.343644574193544
19,25.852024090615835,26.32688792580645
20,25.83730816803519,26.31006276129032
21,25.823755433870968,26.29481609032258
22,25.811365471407623,26.280181148387097
23,25.80025024750733,26.267107667741936
24,25.790569278739003,26.254495867741934
25,25.782499775366567,26.24460772580645
26,25.776213628445745,26.23558143548387
27,25.77171362170088,26.230631135483872
28,25.769044209970676,26.228568448387097
29,25.76825884706745,26.22772119032258
30,25.76933635234604,26.22960500967742
31,25.772204439882696,26.23367389032258
32,25.77684928782991,26.24050549032258
33,25.783311472140763,26.250016403225807
34,25.791618745454546,26.261146232258064
35,25.80173138900293,26.274689670967742
36,25.813571247653957,26.29104364516129
37,25.82706626510264,26.311503861290326
38,25.84224508020528,26.334305777419356
39,25.859109854692083,26.3590658
40,25.8776137670088,26.385179887096776
41,25.89783363577713,26.415165038709677
42,25.91981032258064,26.446461622580642
43,25.943555551906158,26.481277019354838
44,25.969113161290323,26.519374067741936
45,25.996539287096773,26.55811224516129
46,26.025825055718474,26.598628122580646
47,26.056951676979473,26.640488096774195
48,26.089871196041056,26.68336326451613
49,26.124557589736067,26.727823496774196
50,26.160938729032257,26.775352103225806
51,26.19891238196481,26.826918193548387
52,26.23844160483871,26.8799088516129
53,26.279688768914955,26.934330103225804
54,26.322721782697947,26.990389822580642
55,26.367446676539586,27.04717509032258
56,26.413657809090907,27.1042292
57,26.461178440029325,27.161964970967738
58,26.510007908944285,27.219577987096773
59,26.560043644134897,27.276574858064514
60,26.61114958093842,27.33449324516129
61,26.663233458064518,27.392510525806447
62,26.716408791202344,27.451493841935488
63,26.770614174780057,27.50996979354839
64,26.825613080498535,27.56852770645161
65,26.8812157483871,27.62688378387097
66,26.937385196774194,27.683914870967744
67,26.99413956744868,27.739729541935482
68,27.051484091055716,27.793999083870965
69,27.109310486070385,27.847714993548387
70,27.16759301686217,27.90033671935484
71,27.226359476979475,27.95416124516129
72,27.28559045967742,28.0052228
73,27.345148289296187,28.05750259354839
74,27.404911806891494,28.108260216129032
75,27.464769335777127,28.156767961290324
76,27.524698995307922,28.20637164516129
77,27.58464137346041,28.255508396774193
78,27.64452497008798,28.30538106451613
79,27.704349931671555,28.356429083870964
80,27.764093484897362,28.40732965483871
81,27.823781724193548,28.45828834516129
82,27.88347881378299,28.50707496451613
83,27.943187122140763,28.55520106451613
84,28.00274784956012,28.604046109677416
85,28.062080086363636,28.652101087096774
86,28.121127742082113,28.70059820322581
87,28.17989353123167,28.75028790645161
88,28.238365230938417,28.80023511612903
89,28.296478231524926,28.849337938709677
90,28.35423056231672,28.898613974193548
91,28.41159884648094,28.948846880645164
92,28.46856438372434,28.9998225516129
93,28.524951731818184,29.050588158064514
94,28.58071854633431,29.10122240967742
95,28.635898802639296,29.153214387096774
96,28.690550494428155,29.205613164516127
97,28.744726127565983,29.257217029032258
98,28.79829537961877,29.307590645161294
99,28.851154274486806,29.35651000967742
100,28.903333520527863,29.4063095
101,28.954821598533723,29.456095358064516
102,29.00561915293255,29.506195154838707
103,29.05561828665689,29.558336064516126
104,29.104819010557186,29.609556374193545
105,29.153329373167153,29.660732364516125
106,29.201233194134897,29.71463362903226
107,29.248427663782987,29.768537287096777
108,29.29494450953079,29.823297287096775
109,29.34085921744868,29.876884832258064
110,29.386248086363633,29.929286203225807
111,29.431111425366566,29.98045140322581
112,29.47538185498534,30.02934618387097
113,29.518850762903224,30.07780005806452
114,29.561441913049855,30.12716899032258
115,29.603174165102637,30.17576015483871
116,29.643983599853374,30.224728493548383
117,29.683859292521994,30.273436419354837
118,29.72276028958944,30.320132567741933
119,29.760553595601174,30.366819277419356
120,29.79711917639296,30.41254111612903
121,29.832297832844574,30.456734622580644
122,29.865996013782986,30.498627729032258
123,29.898173981818182,30.538500122580643
124,29.928835377272726,30.57643469032258
125,29.95786319560117,30.612435161290325
126,29.985156318181815,30.64219627096774
127,30.010574714516128,30.665130403225806
128,30.033970661290326,30.687189841935485
129,30.0554777244868,30.707953748387094
130,30.07519942536657,30.727563841935485
131,30.093200940615834,30.745490399999998
132,30.109609662463342,30.762556493548384
133,30.124531520821115,30.776353699999998
134,30.138084200293257,30.78567945483871
135,30.150420178592377,30.792359090322584
136,30.161653815689153,30.796715325806453
137,30.171772830938416,30.796971180645162
138,30.180724761730204,30.794980819354837
139,30.188490258211143,30.79025608387097
140,30.19496203973607,30.784498329032257
141,30.1999918755132,30.77783646774194
142,30.203448629325514,30.77065322580645
143,30.20519265293255,30.76289004516129
144,30.205169892521994,30.754213264516128
145,30.203254657331378,30.743633261290327
146,30.19932752390029,30.731064122580648
147,30.193356380791787,30.716922132258066
148,30.185396814662756,30.701211267741936
149,30.17560882111437,30.68400042258065
150,30.164106193695012,30.664697106451616
151,30.15100050234604,30.643870906451614
152,30.13643355791789,30.621188264516128
153,30.120550923753665,30.59542064193548
154,30.10356291202346,30.567479312903224
155,30.08563368739003,30.53863676451613
156,30.067012578739,30.50927376129032
157,30.047918447214077,30.482077977419358
158,30.028492173900293,30.459823193548388
159,30.008764617888563,30.437628577419353
160,29.988689491935485,30.415772725806455
161,29.968275304692078,30.394337503225806
162,29.947507163636363,30.372832464516133
163,29.9263418771261,30.351608096774196
164,29.90468325410557,30.331022216129032
165,29.882417854692083,30.312316396774197
166,29.859421361436947,30.294366577419357
167,29.835526993695012,30.276341687096775
168,29.81070917639296,30.258295138709677
169,29.785173582111437,30.239247958064517
170,29.75908721143695,30.219051641935486
171,29.732611458504397,30.198430048387095
172,29.70590681730205,30.176883451612902
173,29.67913507346041,30.15571417096774
174,29.65251273431085,30.134065
175,29.626301289296187,30.112056067741936
176,29.60071069853372,30.089829261290323
177,29.575865190615833,30.066714651612905
178,29.55188704956012,30.043500987096774
179,29.52887231319648,30.020020174193547
180,29.506757557478004,29.997387412903223
181,29.48553527463343,29.976145441935483
182,29.46519552228739,29.956142258064514
183,29.445634512903222,29.93786070322581
184,29.426787103079178,29.922072722580648
185,29.408535291642227,29.907838712903224
186,29.39076919032258,29.894456906451612
187,29.373382017741935,29.881854941935483
188,29.356375215689148,29.869434383870967
189,29.339835723167155,29.857135206451613
190,29.323778771700876,29.84399567096774
191,29.30820007771261,29.831329361290322
192,29.293066251026392,29.818816293548384
193,29.278343960557184,29.80579258709677
194,29.264085499120235,29.79109249032258
195,29.25031134692082,29.77628099354839
196,29.237105592375364,29.763397706451613
197,29.22448705073314,29.75930112258064
198,29.212442614809383,29.756041745161287
199,29.200868392961873,29.752718219354836
200,29.189562559384164,29.748585948387095
201,29.178484764809383,29.746054019354837
202,29.167657125366567,29.742312861290323
203,29.157064698240468,29.739191451612903
204,29.146694110410554,29.735161038709677
205,29.13653295791789,29.731530783870966
206,29.126565312316718,29.728134661290326
207,29.116765185190616,29.724749506451612
208,29.107174291055717,29.72230563548387
209,29.097727128299116,29.71959873548387
210,29.08837414530792,29.71532969032258
211,29.079187267741936,29.710238025806454
212,29.070225490909092,29.70297018064516
213,29.061525323167153,29.69479365806452
214,29.05318376495601,29.686621861290323
215,29.045240280938415,29.67864824193548
216,29.03772430190616,29.670016003225808
217,29.03064613313783,29.661292058064515
218,29.023983526392964,29.652913322580645
219,29.017666096627565,29.64506891612903
220,29.01177933196481,29.637395867741937
