DOY,Climatology
1,26.247881999999997
2,26.232919199999998
3,26.214054499999996
4,26.185288049999997
5,26.15324715
6,26.1229033
7,26.089394
8,26.06350395
9,26.0470998
10,26.01414975
11,25.9809155
12,25.9448188
13,25.9024356
14,25.8664202
15,25.836158949999998
16,25.8085552
17,25.790785149999998
18,25.7746079
19,25.76669365
20,25.7657669
21,25.76044305
22,25.756399700000003
23,25.746537449999998
24,25.745142750000003
25,25.74217705
26,25.742533950000002
27,25.734552150000003
28,25.718689050000002
29,25.70599605
30,25.695635199999998
31,25.70569125
32,25.702006899999997
33,25.7055485
34,25.69779515
35,25.69075745
36,25.702277950000003
37,25.715355950000003
38,25.73828075
39,25.7594078
40,25.79088085
41,25.808991100000004
42,25.815077600000002
43,25.83362955
44,25.8641459
45,25.899670550000003
46,25.9497529
47,25.966659800000002
48,26.0074707
49,26.065955300000002
50,26.097835550000003
51,26.1201365
52,26.161159700000002
53,26.2102735
54,26.26452355
55,26.322484300000003
56,26.364407749999998
57,26.42053705
58,26.46683175
59,26.51028675
60,26.556289449999998
61,26.611918250000002
62,26.6591358
63,26.705796550000002
64,26.7774439
65,26.85294535
66,26.902237200000002
67,26.952239400000003
68,27.0047372
69,27.0730646
70,27.12891375
71,27.184221400000002
72,27.2557235
73,27.3543401
74,27.446393949999997
75,27.512972400000002
76,27.56162815
77,27.6077716
78,27.662934999999997
79,27.708188749999998
80,27.765677899999996
81,27.800819150000002
82,27.885663549999997
83,27.959139299999997
84,28.020127050000003
85,28.08317085
86,28.16458295
87,28.22582385
88,28.2797979
89,28.3274251
90,28.366547100000002
91,28.421031950000003
92,28.473304050000003
93,28.53611765
94,28.573915749999998
95,28.619355300000002
96,28.6961892
97,28.748672900000003
98,28.793611
99,28.844003500000003
100,28.905897700000004
101,28.96631205
102,29.051981849999997
103,29.120934899999998
104,29.180996850000003
105,29.23659785
106,29.25784165
107,29.3087555
108,29.3539228
109,29.3819902
110,29.42446665
111,29.467551099999998
112,29.50088075
113,29.556261499999998
114,29.612748749999998
115,29.64676745
116,29.693134250000004
117,29.7471162
118,29.766175249999996
119,29.7837173
120,29.81472005
121,29.8471367
122,29.8874366
123,29.9011042
124,29.93445785
125,29.992112
126,30.039165000000004
127,30.0642638
128,30.100136400000004
129,30.128633400000002
130,30.1686118
131,30.21398695
132,30.244719550000003
133,30.2450676
134,30.24941965
135,30.2864528
136,30.3401134
137,30.359245299999998
138,30.3444589
139,30.327663649999998
140,30.2983583
141,30.276133750000003
142,30.2707982
143,30.26089565
144,30.232196
145,30.1841837
146,30.16069215
147,30.157368150000003
148,30.158864549999997
149,30.157769350000002
150,30.1486496
151,30.144504849999997
152,30.155661249999998
153,30.183663250000002
154,30.1942291
155,30.19549725
156,30.1876486
157,30.17300365
158,30.1305219
159,30.10731065
160,30.0790707
161,30.0418406
162,30.0073508
163,29.969203099999998
164,29.938820900000003
165,29.897210649999998
166,29.8614349
167,29.8386427
168,29.8150317
169,29.78722325
170,29.750147750000004
171,29.7021508
172,29.65107525
173,29.61551185
174,29.608445449999998
175,29.6049957
176,29.59604225
177,29.574373450000003
178,29.5426371
179,29.511913550000003
180,29.48201235
181,29.4555138
182,29.4275991
183,29.395176149999998
184,29.36014915
185,29.33486815
186,29.31899395
187,29.29333195
188,29.27178865
189,29.271028899999997
190,29.272544900000003
191,29.270534350000002
192,29.270653900000003
193,29.26756305
194,29.259665000000002
195,29.2554217
196,29.249561
197,29.239004849999997
198,29.24009815
199,29.2423377
200,29.234623650000003
201,29.21971525
202,29.194557350000004
203,29.145439900000003
204,29.119061549999998
205,29.1020064
206,29.08722365
207,29.0776073
208,29.081649750000004
209,29.1034451
210,29.10376605
211,29.09249855
212,29.07678105
213,29.060339499999998
214,29.047706499999997
215,29.0288483
216,29.022252700000003
217,29.001461499999998
218,28.970667049999996
219,28.939407949999996
220,28.9233573
221,28.9421587
222,28.966323449999997
223,28.97212855
224,28.975950649999998
225,28.983612799999996
226,28.990106700000002
227,28.99406935
228,28.992820849999998
229,28.966445650000004
230,28.9420723
231,28.943594
232,28.9660884
233,28.97955515
234,28.9692004
235,28.96319245
236,28.971733399999998
237,28.97120195
238,28.963822299999997
239,28.9531711
240,28.976649400000003
241,29.037739549999998
242,29.0873876
243,29.1105069
244,29.119397099999997
245,29.11655085
246,29.1026754
247,29.0944366
248,29.0980818
249,29.1173922
250,29.11240735
251,29.13579085
252,29.171198600000004
253,29.172297150000002
254,29.188446700000004
255,29.190179949999997
256,29.187774150000003
257,29.1814544
258,29.19338045
259,29.23055985
260,29.2585987
261,29.2501106
262,29.23890955
263,29.2371395
264,29.245336400000003
265,29.2383484
266,29.244925000000002
267,29.24539205
268,29.265812399999998
269,29.313463000000002
270,29.3644699
271,29.39102775
272,29.419829900000003
273,29.43338165
274,29.441094
275,29.4740148
276,29.4827518
277,29.49290635
278,29.5058248
279,29.49957815
280,29.507435550000004
281,29.483631600000002
282,29.4913199
283,29.52409235
284,29.55132715
285,29.5516906
286,29.5546335
287,29.5745707
288,29.587242200000002
289,29.606364050000003
290,29.5899815
