Start_Date,End_Date,Duration,Wind_During,Wind_Climatology,Wind_Anomaly,Classification
2010-03-18,2010-04-11,25,3.1007959124999993,3.1527580831249993,-0.05196217062500008,Weak
2010-04-23,2010-05-03,11,2.6324873499999994,3.3425167154999995,-0.7100293655,Weak
2010-05-07,2010-05-18,12,3.265332063636363,4.5126441327272735,-1.2473120690909092,Weak
2010-09-27,2010-10-03,7,2.1851572000000004,5.173467886666667,-2.9883106866666664,Weak
2015-11-21,2015-11-25,5,5.253410075000001,4.8744331725,0.37897690250000005,Strong
2016-01-01,2016-01-08,8,5.774310857142857,5.490146051428572,0.28416480571428554,Strong
2016-05-05,2016-05-19,15,3.9909737,4.6547259228571445,-0.6637522228571431,Weak
2016-08-22,2016-08-29,8,5.373310885714285,6.224984000714286,-0.851673115,Weak
2017-09-10,2017-09-15,6,4.061398280000001,5.9834049039999995,-1.9220066239999998,Weak
2019-10-01,2019-11-04,35,3.02251489117647,4.198686048088236,-1.1761711569117648,Weak
2020-05-06,2020-05-12,7,2.630470483333333,4.289312096666667,-1.6588416133333335,Weak
2020-06-23,2020-07-02,10,4.8798764666666665,6.803194101111112,-1.923317634444444,Weak
2020-07-18,2020-08-03,17,4.95533866875,6.9470703715625,-1.9917317028125001,Weak
2020-08-27,2020-09-19,24,4.746268408695652,6.186930390652174,-1.4406619819565218,Weak
2021-01-07,2021-01-15,9,5.933379825,5.3786773225,0.5547025025,Strong
2021-05-14,2021-05-21,8,3.6369217285714286,5.243890434285715,-1.6069687057142856,Weak
2021-06-02,2021-06-08,7,4.155611966666666,6.0510116,-1.8953996333333336,Weak
2021-07-04,2021-07-08,5,4.758030125,6.598489492500001,-1.8404593674999998,Weak
2022-01-22,2022-01-29,8,3.5525232571428567,5.169279690714284,-1.6167564335714282,Weak
2022-03-27,2022-04-02,7,2.977408366666667,3.0581500349999993,-0.08074166833333336,Weak
2022-04-22,2022-05-05,14,2.6712052384615386,3.3748743057692314,-0.7036690673076925,Weak
2022-06-29,2022-07-04,6,6.148829839999999,6.8083369959999995,-0.6595071559999998,Weak
2022-07-25,2022-08-03,10,3.4737428777777777,6.939895471111112,-3.466152593333333,Weak
2022-08-28,2022-09-06,10,3.5226325666666667,6.146064029444445,-2.6234314627777775,Weak
2023-05-04,2023-05-09,6,2.7138193200000003,3.902724844,-1.1889055240000002,Weak
2023-05-31,2023-06-06,7,6.412305866666667,5.7346432258333335,0.6776626408333334,Strong
2023-11-04,2023-11-29,26,4.335839532,4.6555999768,-0.31976044480000004,Weak
2023-12-07,2023-12-23,17,5.080694568749999,5.590602842187501,-0.5099082734375,Weak
2024-01-01,2024-01-11,11,5.594170859999999,5.444559079,0.14961178100000003,Strong
2024-01-24,2024-02-18,26,5.171920560000001,4.948007919199999,0.22391264080000015,Strong
2024-04-11,2024-05-24,44,3.3671763581395346,4.095545988372094,-0.7283696302325581,Weak
2024-07-08,2024-07-13,6,5.63059832,6.854435005000001,-1.2238366850000004,Weak
2024-08-09,2024-08-28,20,5.334051742105262,6.266161908947369,-0.9321101668421055,Weak
2024-09-27,2024-10-02,6,3.53635846,5.188827815000001,-1.6524693550000003,Weak
2024-10-05,2024-10-21,17,3.32450024375,4.0772518971875,-0.7527516534375001,Weak
2024-10-28,2024-12-19,53,4.963131684615385,4.936027050192307,0.027104634423076875,Strong
2025-01-01,2025-01-15,15,5.670986492857142,5.42965314607143,0.2413333467857142,Strong
2025-02-20,2025-03-25,34,4.178414100000001,3.9273639781818184,0.25105012181818176,Strong
2025-07-12,2025-07-17,6,5.698434519999999,6.960816687,-1.2623821670000006,Weak
2025-08-01,2025-08-13,13,5.265357325,7.201386198333334,-1.9360288733333333,Weak
